gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label
VCAN	HGNC:2464	Wagner disease	MONDO_0007740	Definitive	5	83471618.0	83582303.0	+	ENSG00000038427	ENST00000265077	ENSP00000265077	P13611	1462	MONDO_0002022	disorder of orbital region
VCAN	HGNC:2464	Wagner disease	MONDO_0007740	Definitive	5	83471618.0	83582303.0	+	ENSG00000038427	ENST00000265077	ENSP00000265077	P13611	1462	MONDO_0024458	disorder of visual system
VCAN	HGNC:2464	Wagner disease	MONDO_0007740	Definitive	5	83471618.0	83582303.0	+	ENSG00000038427	ENST00000265077	ENSP00000265077	P13611	1462	MONDO_0005071	nervous system disorder
VCL	HGNC:12665	hypertrophic cardiomyopathy	MONDO_0005045	Disputed	10	73995193.0	74121363.0	+	ENSG00000035403	ENST00000211998	ENSP00000211998	P18206	7414	MONDO_0002081	musculoskeletal system disorder
VCL	HGNC:12665	hypertrophic cardiomyopathy	MONDO_0005045	Disputed	10	73995193.0	74121363.0	+	ENSG00000035403	ENST00000211998	ENSP00000211998	P18206	7414	MONDO_0004995	cardiovascular disorder
VCL	HGNC:12665	dilated cardiomyopathy	MONDO_0005021	Moderate	10	73995193.0	74121363.0	+	ENSG00000035403	ENST00000211998	ENSP00000211998	P18206	7414	MONDO_0002081	musculoskeletal system disorder
VCL	HGNC:12665	dilated cardiomyopathy	MONDO_0005021	Moderate	10	73995193.0	74121363.0	+	ENSG00000035403	ENST00000211998	ENSP00000211998	P18206	7414	MONDO_0004995	cardiovascular disorder
VCP	HGNC:12666	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	MONDO_0000507	Definitive	9	35053928.0	35072668.0	-	ENSG00000165280	ENST00000358901	ENSP00000351777	P55072	7415	MONDO_0002081	musculoskeletal system disorder
VCP	HGNC:12666	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	MONDO_0000507	Definitive	9	35053928.0	35072668.0	-	ENSG00000165280	ENST00000358901	ENSP00000351777	P55072	7415	MONDO_0002025	psychiatric disorder
VCP	HGNC:12666	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	MONDO_0000507	Definitive	9	35053928.0	35072668.0	-	ENSG00000165280	ENST00000358901	ENSP00000351777	P55072	7415	MONDO_0005071	nervous system disorder
VEGFA	HGNC:12680	congenital heart disease	MONDO_0005453	Limited	6	43770184.0	43786487.0	+	ENSG00000112715	ENST00000672860	ENSP00000500082	P15692	7422	MONDO_0021147	disorder of development or morphogenesis
VEGFA	HGNC:12680	congenital heart disease	MONDO_0005453	Limited	6	43770184.0	43786487.0	+	ENSG00000112715	ENST00000672860	ENSP00000500082	P15692	7422	MONDO_0004995	cardiovascular disorder
VHL	HGNC:12687	von Hippel-Lindau disease	MONDO_0008667	Definitive	3	10141778.0	10153676.0	+	ENSG00000134086	ENST00000256474	ENSP00000256474	P40337	7428	MONDO_0005071	nervous system disorder
VIPAS39	HGNC:20347	arthrogryposis, renal dysfunction, and cholestasis 2	MONDO_0013255	Definitive	14	77426675.0	77457952.0	-	ENSG00000151445	ENST00000557658	ENSP00000452191	Q9H9C1	63894	MONDO_0021147	disorder of development or morphogenesis
VIPAS39	HGNC:20347	arthrogryposis, renal dysfunction, and cholestasis 2	MONDO_0013255	Definitive	14	77426675.0	77457952.0	-	ENSG00000151445	ENST00000557658	ENSP00000452191	Q9H9C1	63894	MONDO_0005066	metabolic disease
VKORC1	HGNC:23663	vitamin K-dependent clotting factors, combined deficiency of, type 2	MONDO_0011837	Moderate	16	31090842.0	31095980.0	-	ENSG00000167397	ENST00000394975	ENSP00000378426	Q9BQB6	79001	MONDO_0005570	hematologic disorder
VLDLR	HGNC:12698	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1	MONDO_0024542	Definitive	9	2621182.0	2660056.0	+	ENSG00000147852	ENST00000382100	ENSP00000371532	P98155	7436	MONDO_0005071	nervous system disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000357162	ENSP00000349685	Q7Z7G8	157680	MONDO_0021147	disorder of development or morphogenesis
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000357162	ENSP00000349685	Q7Z7G8	157680	MONDO_0002025	psychiatric disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000357162	ENSP00000349685	Q7Z7G8	157680	MONDO_0005570	hematologic disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000357162	ENSP00000349685	Q7Z7G8	157680	MONDO_0005046	immune system disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000357162	ENSP00000349685	Q7Z7G8	157680	MONDO_0005071	nervous system disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000358544	ENSP00000351346	Q7Z7G8	157680	MONDO_0021147	disorder of development or morphogenesis
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000358544	ENSP00000351346	Q7Z7G8	157680	MONDO_0002025	psychiatric disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000358544	ENSP00000351346	Q7Z7G8	157680	MONDO_0005570	hematologic disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000358544	ENSP00000351346	Q7Z7G8	157680	MONDO_0005046	immune system disorder
VPS13B	HGNC:2183	Cohen syndrome	MONDO_0008999	Definitive	8	99013266.0	99877580.0	+	ENSG00000132549	ENST00000358544	ENSP00000351346	Q7Z7G8	157680	MONDO_0005071	nervous system disorder
VPS13D	HGNC:23595	Leigh syndrome	MONDO_0009723	Limited	1	12230030.0	12512047.0	+	ENSG00000048707	ENST00000620676	ENSP00000478104	Q5THJ4	55187	MONDO_0021147	disorder of development or morphogenesis
VPS13D	HGNC:23595	Leigh syndrome	MONDO_0009723	Limited	1	12230030.0	12512047.0	+	ENSG00000048707	ENST00000620676	ENSP00000478104	Q5THJ4	55187	MONDO_0005066	metabolic disease
VPS13D	HGNC:23595	Leigh syndrome	MONDO_0009723	Limited	1	12230030.0	12512047.0	+	ENSG00000048707	ENST00000620676	ENSP00000478104	Q5THJ4	55187	MONDO_0005071	nervous system disorder
VPS13D	HGNC:23595	Leigh syndrome	MONDO_0009723	Limited	1	12230030.0	12512047.0	+	ENSG00000048707	ENST00000620676	ENSP00000478104	Q5THJ4	55187	MONDO_0044970	mitochondrial disease
VPS33A	HGNC:18179	mucopolysaccharidosis-plus syndrome	MONDO_0015012	Moderate	12	122229564.0	122266502.0	-	ENSG00000139719	ENST00000267199	ENSP00000267199	Q96AX1	65082	MONDO_0021147	disorder of development or morphogenesis
VPS33A	HGNC:18179	mucopolysaccharidosis-plus syndrome	MONDO_0015012	Moderate	12	122229564.0	122266502.0	-	ENSG00000139719	ENST00000267199	ENSP00000267199	Q96AX1	65082	MONDO_0005066	metabolic disease
VPS33A	HGNC:18179	mucopolysaccharidosis-plus syndrome	MONDO_0015012	Moderate	12	122229564.0	122266502.0	-	ENSG00000139719	ENST00000267199	ENSP00000267199	Q96AX1	65082	MONDO_0005087	respiratory system disorder
VPS33A	HGNC:18179	mucopolysaccharidosis-plus syndrome	MONDO_0015012	Moderate	12	122229564.0	122266502.0	-	ENSG00000139719	ENST00000267199	ENSP00000267199	Q96AX1	65082	MONDO_0002081	musculoskeletal system disorder
VPS33B	HGNC:12712	arthrogryposis, renal dysfunction, and cholestasis 1	MONDO_0008822	Definitive	15	90998673.0	91022603.0	-	ENSG00000184056	ENST00000333371	ENSP00000327650	Q9H267	26276	MONDO_0021147	disorder of development or morphogenesis
VPS33B	HGNC:12712	arthrogryposis, renal dysfunction, and cholestasis 1	MONDO_0008822	Definitive	15	90998673.0	91022603.0	-	ENSG00000184056	ENST00000333371	ENSP00000327650	Q9H267	26276	MONDO_0005066	metabolic disease
VPS35	HGNC:13487	Parkinson disease	MONDO_0005180	Definitive	16	46656132.0	46689518.0	-	ENSG00000069329	ENST00000299138	ENSP00000299138	Q96QK1	55737	MONDO_0005071	nervous system disorder
VWF	HGNC:12726	hereditary von Willebrand disease	MONDO_0019565	Definitive	12	5948877.0	6124770.0	-	ENSG00000110799	ENST00000261405	ENSP00000261405	P04275	7450	MONDO_0005570	hematologic disorder
VWF	HGNC:12726	von Willebrand disease type 2B	MONDO_0015629	Definitive	12	5948877.0	6124770.0	-	ENSG00000110799	ENST00000261405	ENSP00000261405	P04275	7450	MONDO_0005570	hematologic disorder
WAC	HGNC:17327	DeSanto-Shinawi syndrome	MONDO_0018760	Definitive	10	28532493.0	28623112.0	+	ENSG00000095787	ENST00000354911	ENSP00000346986	Q9BTA9	51322	MONDO_0021147	disorder of development or morphogenesis
WARS1	HGNC:12729	distal hereditary motor neuropathy	MONDO_0018894	Limited	14	100333790.0	100376805.0	-	ENSG00000140105	ENST00000392882	ENSP00000376620	P23381	7453	MONDO_0005071	nervous system disorder
WARS2	HGNC:12730	mitochondrial disease	MONDO_0044970	Definitive	1	119031216.0	119140654.0	-	ENSG00000116874	ENST00000235521	ENSP00000235521	Q9UGM6	10352	MONDO_0044970	mitochondrial disease
WAS	HGNC:12731	X-linked severe congenital neutropenia	MONDO_0010294	Definitive	X	48676596.0	48691431.0	+	ENSG00000015285	ENST00000376701	ENSP00000365891	P42768	7454	MONDO_0005570	hematologic disorder
WAS	HGNC:12731	X-linked severe congenital neutropenia	MONDO_0010294	Definitive	X	48676596.0	48691431.0	+	ENSG00000015285	ENST00000376701	ENSP00000365891	P42768	7454	MONDO_0005046	immune system disorder
WAS	HGNC:12731	Wiskott-Aldrich syndrome	MONDO_0010518	Definitive	X	48676596.0	48691431.0	+	ENSG00000015285	ENST00000376701	ENSP00000365891	P42768	7454	MONDO_0005570	hematologic disorder
WAS	HGNC:12731	Wiskott-Aldrich syndrome	MONDO_0010518	Definitive	X	48676596.0	48691431.0	+	ENSG00000015285	ENST00000376701	ENSP00000365891	P42768	7454	MONDO_0005046	immune system disorder
WAS	HGNC:12731	Wiskott-Aldrich syndrome	MONDO_0010518	Definitive	X	48676596.0	48691431.0	+	ENSG00000015285	ENST00000376701	ENSP00000365891	P42768	7454	MONDO_0045024	cancer or benign tumor
WASHC5	HGNC:28984	hereditary spastic paraplegia 8	MONDO_0011339	Moderate	8	125024260.0	125091819.0	-	ENSG00000164961	ENST00000318410	ENSP00000318016	Q12768	9897	MONDO_0005071	nervous system disorder
WASHC5	HGNC:28984	Ritscher-Schinzel syndrome 1	MONDO_0009073	Limited	8	125024260.0	125091819.0	-	ENSG00000164961	ENST00000318410	ENSP00000318016	Q12768	9897	MONDO_0021147	disorder of development or morphogenesis
WASHC5	HGNC:28984	Ritscher-Schinzel syndrome 1	MONDO_0009073	Limited	8	125024260.0	125091819.0	-	ENSG00000164961	ENST00000318410	ENSP00000318016	Q12768	9897	MONDO_0005071	nervous system disorder
WBP2	HGNC:12738	hearing loss, autosomal recessive	MONDO_0019588	Limited	17	75845699.0	75856507.0	-	ENSG00000132471	ENST00000254806	ENSP00000254806	Q969T9	23558	MONDO_0002025	psychiatric disorder
WBP2	HGNC:12738	hearing loss, autosomal recessive	MONDO_0019588	Limited	17	75845699.0	75856507.0	-	ENSG00000132471	ENST00000254806	ENSP00000254806	Q969T9	23558	MONDO_0002409	auditory system disorder
WBP2	HGNC:12738	hearing loss, autosomal recessive	MONDO_0019588	Limited	17	75845699.0	75856507.0	-	ENSG00000132471	ENST00000254806	ENSP00000254806	Q969T9	23558	MONDO_0005071	nervous system disorder
WDFY3	HGNC:20751	syndromic intellectual disability	MONDO_0000508	Definitive	4	84668765.0	84966690.0	-	ENSG00000163625	ENST00000295888	ENSP00000295888	Q8IZQ1	23001	MONDO_0002025	psychiatric disorder
WDFY3	HGNC:20751	syndromic intellectual disability	MONDO_0000508	Definitive	4	84668765.0	84966690.0	-	ENSG00000163625	ENST00000295888	ENSP00000295888	Q8IZQ1	23001	MONDO_0005071	nervous system disorder
WDR26	HGNC:21208	Skraban-Deardorff syndrome	MONDO_0054636	Definitive	1	224385146.0	224437033.0	-	ENSG00000162923	ENST00000414423			80232	MONDO_0021147	disorder of development or morphogenesis
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0021147	disorder of development or morphogenesis
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0002051	integumentary system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0005087	respiratory system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0002081	musculoskeletal system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0002118	urinary system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0021147	disorder of development or morphogenesis
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0002051	integumentary system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0005087	respiratory system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0002081	musculoskeletal system disorder
WDR35	HGNC:29250	cranioectodermal dysplasia 2	MONDO_0013323	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0002118	urinary system disorder
WDR36	HGNC:30696	obsolete glaucoma 1, open angle, G	MONDO_0012357	Disputed	5	111092321.0	111130502.0	+	ENSG00000134987	ENST00000513710			134430		
WDR45	HGNC:28912	X-linked complex neurodevelopmental disorder	MONDO_0100148	Definitive	X	49074433.0	49101170.0	-	ENSG00000196998	ENST00000376372	ENSP00000365551	Q9Y484	11152	MONDO_0005071	nervous system disorder
WDR5	HGNC:12757	congenital heart disease	MONDO_0005453	Limited	9	134135365.0	134159968.0	+	ENSG00000196363	ENST00000358625	ENSP00000351446	P61964	11091	MONDO_0021147	disorder of development or morphogenesis
WDR5	HGNC:12757	congenital heart disease	MONDO_0005453	Limited	9	134135365.0	134159968.0	+	ENSG00000196363	ENST00000358625	ENSP00000351446	P61964	11091	MONDO_0004995	cardiovascular disorder
WDR62	HGNC:24502	microcephaly 2, primary, autosomal recessive, with or without cortical malformations	MONDO_0011435	Definitive	19	36054649.0	36105108.0	+	ENSG00000075702	ENST00000401500	ENSP00000384792	O43379	284403	MONDO_0021147	disorder of development or morphogenesis
WDR62	HGNC:24502	microcephaly 2, primary, autosomal recessive, with or without cortical malformations	MONDO_0011435	Definitive	19	36054649.0	36105108.0	+	ENSG00000075702	ENST00000401500	ENSP00000384792	O43379	284403	MONDO_0005071	nervous system disorder
WDR72	HGNC:26790	amelogenesis imperfecta	MONDO_0019507	Definitive	15	53513741.0	53762878.0	-	ENSG00000166415	ENST00000360509	ENSP00000353699	Q3MJ13	256764	MONDO_0002081	musculoskeletal system disorder
WDR72	HGNC:26790	amelogenesis imperfecta	MONDO_0019507	Definitive	15	53513741.0	53762878.0	-	ENSG00000166415	ENST00000360509	ENSP00000353699	Q3MJ13	256764	MONDO_0006858	mouth disorder
WFS1	HGNC:12762	Wolfram-like syndrome	MONDO_0013673	Definitive	4	6269849.0	6303265.0	+	ENSG00000109501	ENST00000226760	ENSP00000226760	O76024	7466	MONDO_0005151	endocrine system disorder
WHRN	HGNC:16361	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	9	114402078.0	114505473.0	-	ENSG00000095397	ENST00000362057	ENSP00000354623	Q9P202	25861	MONDO_0002025	psychiatric disorder
WHRN	HGNC:16361	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	9	114402078.0	114505473.0	-	ENSG00000095397	ENST00000362057	ENSP00000354623	Q9P202	25861	MONDO_0002409	auditory system disorder
WHRN	HGNC:16361	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	9	114402078.0	114505473.0	-	ENSG00000095397	ENST00000362057	ENSP00000354623	Q9P202	25861	MONDO_0005071	nervous system disorder
WIPF1	HGNC:12736	Wiskott-Aldrich syndrome 2	MONDO_0013779	Definitive	2	174559572.0	174682916.0	-	ENSG00000115935	ENST00000679041	ENSP00000503603	O43516	7456	MONDO_0005046	immune system disorder
WNK1	HGNC:14540	neuropathy, hereditary sensory and autonomic, type 2A	MONDO_0024309	Definitive	12	752579.0	911452.0	+	ENSG00000060237	ENST00000315939	ENSP00000313059	Q9H4A3	65125	MONDO_0005071	nervous system disorder
WNK1	HGNC:14540	neuropathy, hereditary sensory and autonomic, type 2A	MONDO_0024309	Definitive	12	752579.0	911452.0	+	ENSG00000060237	ENST00000340908	ENSP00000341292	Q9H4A3	65125	MONDO_0005071	nervous system disorder
WNT10A	HGNC:13829	ectodermal dysplasia WNT10A related	MONDO_0100358	Definitive	2	218880852.0	218899581.0	+	ENSG00000135925	ENST00000258411	ENSP00000258411	Q9GZT5	80326	MONDO_0002051	integumentary system disorder
WNT5A	HGNC:12784	autosomal dominant Robinow syndrome	MONDO_0008389	Moderate	3	55465715.0	55490539.0	-	ENSG00000114251	ENST00000264634	ENSP00000264634	P41221	7474	MONDO_0021147	disorder of development or morphogenesis
WNT5A	HGNC:12784	autosomal dominant Robinow syndrome	MONDO_0008389	Moderate	3	55465715.0	55490539.0	-	ENSG00000114251	ENST00000264634	ENSP00000264634	P41221	7474	MONDO_0002081	musculoskeletal system disorder
WRN	HGNC:12791	Werner syndrome	MONDO_0010196	Definitive	8	31033788.0	31176138.0	+	ENSG00000165392	ENST00000298139	ENSP00000298139	Q14191	7486	MONDO_0021147	disorder of development or morphogenesis
WRN	HGNC:12791	Werner syndrome	MONDO_0010196	Definitive	8	31033788.0	31176138.0	+	ENSG00000165392	ENST00000298139	ENSP00000298139	Q14191	7486	MONDO_0019303	premature aging syndrome
WT1	HGNC:12796	Wilms tumor 1	MONDO_0008679	Definitive	11	32387775.0	32435564.0	-	ENSG00000184937	ENST00000452863	ENSP00000415516	P19544	7490	MONDO_0002118	urinary system disorder
WT1	HGNC:12796	Wilms tumor 1	MONDO_0008679	Definitive	11	32387775.0	32435564.0	-	ENSG00000184937	ENST00000452863	ENSP00000415516	P19544	7490	MONDO_0045024	cancer or benign tumor
WT1	HGNC:12796	Denys-Drash syndrome	MONDO_0008682	Definitive	11	32387775.0	32435564.0	-	ENSG00000184937	ENST00000452863	ENSP00000415516	P19544	7490	MONDO_0005039	reproductive system disorder
WT1	HGNC:12796	Denys-Drash syndrome	MONDO_0008682	Definitive	11	32387775.0	32435564.0	-	ENSG00000184937	ENST00000452863	ENSP00000415516	P19544	7490	MONDO_0021147	disorder of development or morphogenesis
WT1	HGNC:12796	Denys-Drash syndrome	MONDO_0008682	Definitive	11	32387775.0	32435564.0	-	ENSG00000184937	ENST00000452863	ENSP00000415516	P19544	7490	MONDO_0005151	endocrine system disorder
WWOX	HGNC:12799	developmental and epileptic encephalopathy	MONDO_0100062	Definitive	16	78099400.0	79212667.0	+	ENSG00000186153	ENST00000566780	ENSP00000457230	Q9NZC7	51741	MONDO_0005071	nervous system disorder
XPA	HGNC:12814	xeroderma pigmentosum group A	MONDO_0010210	Definitive	9	97674909.0	97697340.0	-	ENSG00000136936	ENST00000375128	ENSP00000364270	P23025	7507	MONDO_0005066	metabolic disease
XPA	HGNC:12814	xeroderma pigmentosum group A	MONDO_0010210	Definitive	9	97674909.0	97697340.0	-	ENSG00000136936	ENST00000375128	ENSP00000364270	P23025	7507	MONDO_0002051	integumentary system disorder
XPC	HGNC:12816	xeroderma pigmentosum group C	MONDO_0010211	Definitive	3	14145145.0	14178621.0	-	ENSG00000154767	ENST00000285021	ENSP00000285021	Q01831	7508	MONDO_0005066	metabolic disease
XPC	HGNC:12816	xeroderma pigmentosum group C	MONDO_0010211	Definitive	3	14145145.0	14178621.0	-	ENSG00000154767	ENST00000285021	ENSP00000285021	Q01831	7508	MONDO_0002051	integumentary system disorder
XPNPEP3	HGNC:28052	nephronophthisis-like nephropathy 1	MONDO_0013163	Definitive	22	40857077.0	40932815.0	+	ENSG00000196236	ENST00000357137	ENSP00000349658	Q9NQH7	63929	MONDO_0002118	urinary system disorder
XRCC2	HGNC:12829	Fanconi anemia complementation group U	MONDO_0014987	Limited	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0021147	disorder of development or morphogenesis
XRCC2	HGNC:12829	Fanconi anemia complementation group U	MONDO_0014987	Limited	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0005066	metabolic disease
XRCC2	HGNC:12829	Fanconi anemia complementation group U	MONDO_0014987	Limited	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0002081	musculoskeletal system disorder
XRCC2	HGNC:12829	Fanconi anemia complementation group U	MONDO_0014987	Limited	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0005570	hematologic disorder
XRCC2	HGNC:12829	Fanconi anemia complementation group U	MONDO_0014987	Limited	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0005046	immune system disorder
XRCC2	HGNC:12829	hereditary breast carcinoma	MONDO_0016419	Refuted	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0002657	breast disorder
XRCC2	HGNC:12829	hereditary breast carcinoma	MONDO_0016419	Refuted	7	152644776.0	152676193.0	-	ENSG00000196584	ENST00000359321	ENSP00000352271	O43543	7516	MONDO_0045024	cancer or benign tumor
YARS1	HGNC:12840	Charcot-Marie-Tooth disease	MONDO_0015626	Definitive	1	32775237.0	32818031.0	-	ENSG00000134684	ENST00000373477	ENSP00000362576	P54577	8565	MONDO_0005071	nervous system disorder
ZAP70	HGNC:12858	combined immunodeficiency due to ZAP70 deficiency	MONDO_0010023	Definitive	2	97713576.0	97744327.0	+	ENSG00000115085	ENST00000264972	ENSP00000264972	P43403	7535	MONDO_0005046	immune system disorder
ZBTB18	HGNC:13030	complex neurodevelopmental disorder	MONDO_0100038	Definitive	1	244048547.0	244057476.0	+	ENSG00000179456	ENST00000358704	ENSP00000351539	Q99592	10472	MONDO_0005071	nervous system disorder
ZC3H14	HGNC:20509	intellectual disability	MONDO_0001071	Limited	14	88562970.0	88627596.0	+	ENSG00000100722	ENST00000251038	ENSP00000251038	Q6PJT7	79882	MONDO_0002025	psychiatric disorder
ZC3H14	HGNC:20509	intellectual disability	MONDO_0001071	Limited	14	88562970.0	88627596.0	+	ENSG00000100722	ENST00000251038	ENSP00000251038	Q6PJT7	79882	MONDO_0005071	nervous system disorder
ZC4H2	HGNC:24931	X-linked syndromic intellectual disability	MONDO_0020119	Definitive	X	64915802.0	65034713.0	-	ENSG00000126970	ENST00000374839	ENSP00000363972	Q9NQZ6	55906	MONDO_0002025	psychiatric disorder
ZC4H2	HGNC:24931	X-linked syndromic intellectual disability	MONDO_0020119	Definitive	X	64915802.0	65034713.0	-	ENSG00000126970	ENST00000374839	ENSP00000363972	Q9NQZ6	55906	MONDO_0005071	nervous system disorder
ZCCHC8	HGNC:25265	pulmonary fibrosis and/or bone marrow failure, telomere-related, 5	MONDO_0032865	Moderate	12	122471600.0	122500932.0	-	ENSG00000033030	ENST00000633063	ENSP00000488055	Q6NZY4	55596	MONDO_0005087	respiratory system disorder
ZCCHC8	HGNC:25265	pulmonary fibrosis and/or bone marrow failure, telomere-related, 5	MONDO_0032865	Moderate	12	122471600.0	122500932.0	-	ENSG00000033030	ENST00000633063	ENSP00000488055	Q6NZY4	55596	MONDO_0019303	premature aging syndrome
ZDHHC15	HGNC:20342	X-linked complex neurodevelopmental disorder	MONDO_0100148	Disputed	X	75368427.0	75523502.0	-	ENSG00000102383	ENST00000373367	ENSP00000362465	Q96MV8	158866	MONDO_0005071	nervous system disorder
ZDHHC9	HGNC:18475	syndromic X-linked intellectual disability Raymond type	MONDO_0010427	Definitive	X	129803288.0	129843909.0	-	ENSG00000188706	ENST00000357166	ENSP00000349689	Q9Y397	51114	MONDO_0002025	psychiatric disorder
ZDHHC9	HGNC:18475	syndromic X-linked intellectual disability Raymond type	MONDO_0010427	Definitive	X	129803288.0	129843909.0	-	ENSG00000188706	ENST00000357166	ENSP00000349689	Q9Y397	51114	MONDO_0005071	nervous system disorder
ZEB2	HGNC:14881	Mowat-Wilson syndrome	MONDO_0009341	Definitive	2	144364364.0	144521057.0	-	ENSG00000169554	ENST00000627532	ENSP00000487174	O60315	9839	MONDO_0021147	disorder of development or morphogenesis
ZEB2	HGNC:14881	Mowat-Wilson syndrome	MONDO_0009341	Definitive	2	144364364.0	144521057.0	-	ENSG00000169554	ENST00000627532	ENSP00000487174	O60315	9839	MONDO_0002025	psychiatric disorder
ZEB2	HGNC:14881	Mowat-Wilson syndrome	MONDO_0009341	Definitive	2	144364364.0	144521057.0	-	ENSG00000169554	ENST00000627532	ENSP00000487174	O60315	9839	MONDO_0005071	nervous system disorder
ZFPM1	HGNC:19762	congenital heart disease	MONDO_0005453	Limited	16	88453280.0	88537031.0	+	ENSG00000179588	ENST00000319555	ENSP00000326630	Q8IX07	161882	MONDO_0021147	disorder of development or morphogenesis
ZFPM1	HGNC:19762	congenital heart disease	MONDO_0005453	Limited	16	88453280.0	88537031.0	+	ENSG00000179588	ENST00000319555	ENSP00000326630	Q8IX07	161882	MONDO_0004995	cardiovascular disorder
ZFYVE27	HGNC:26559	hereditary spastic paraplegia 33	MONDO_0012448	Disputed	10	97737121.0	97760907.0	+	ENSG00000155256	ENST00000684270	ENSP00000506975	Q5T4F4	118813	MONDO_0005071	nervous system disorder
ZIC1	HGNC:12872	craniosynostosis 6	MONDO_0014705	Definitive	3	147393422.0	147510293.0	+	ENSG00000152977	ENST00000282928	ENSP00000282928	Q15915	7545	MONDO_0021147	disorder of development or morphogenesis
ZIC1	HGNC:12872	craniosynostosis 6	MONDO_0014705	Definitive	3	147393422.0	147510293.0	+	ENSG00000152977	ENST00000282928	ENSP00000282928	Q15915	7545	MONDO_0002081	musculoskeletal system disorder
