	gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label	case/control
13101	CCDC50	HGNC:18111	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	191329085.0	191398659.0	+	ENSG00000152492	ENST00000392456	ENSP00000376250	Q8IVM0	152137	MONDO_0002409	auditory system disorder	
13102	CCDC50	HGNC:18111	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	191329085.0	191398659.0	+	ENSG00000152492	ENST00000392456	ENSP00000376250	Q8IVM0	152137	MONDO_0005071	nervous system disorder	
13103	CCDC50	HGNC:18111	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	191329085.0	191398659.0	+	ENSG00000152492	ENST00000392455	ENSP00000376249	Q8IVM0	152137	MONDO_0002025	psychiatric disorder	
13104	CCDC50	HGNC:18111	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	191329085.0	191398659.0	+	ENSG00000152492	ENST00000392455	ENSP00000376249	Q8IVM0	152137	MONDO_0002409	auditory system disorder	
13105	CCDC50	HGNC:18111	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	191329085.0	191398659.0	+	ENSG00000152492	ENST00000392455	ENSP00000376249	Q8IVM0	152137	MONDO_0005071	nervous system disorder	
13106	CCNQ	HGNC:28434	syndactyly-telecanthus-anogenital and renal malformations syndrome	MONDO_0010408	Moderate	X	153587925.0	153600045.0	-	ENSG00000262919	ENST00000576892	ENSP00000461135	Q8N1B3	92002	MONDO_0021147	disorder of development or morphogenesis	control
13107	CCNQ	HGNC:28434	syndactyly-telecanthus-anogenital and renal malformations syndrome	MONDO_0010408	Moderate	X	153587925.0	153600045.0	-	ENSG00000262919	ENST00000576892	ENSP00000461135	Q8N1B3	92002	MONDO_0002081	musculoskeletal system disorder	control
13108	CCNQ	HGNC:28434	syndactyly-telecanthus-anogenital and renal malformations syndrome	MONDO_0010408	Moderate	X	153587925.0	153600045.0	-	ENSG00000262919	ENST00000440428	ENSP00000402949	Q8N1B3	92002	MONDO_0021147	disorder of development or morphogenesis	control
13109	CCNQ	HGNC:28434	syndactyly-telecanthus-anogenital and renal malformations syndrome	MONDO_0010408	Moderate	X	153587925.0	153600045.0	-	ENSG00000262919	ENST00000440428	ENSP00000402949	Q8N1B3	92002	MONDO_0002081	musculoskeletal system disorder	control
13110	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000413644	ENSP00000402237	Q04900	8763	MONDO_0002025	psychiatric disorder	control
13111	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000413644	ENSP00000402237	Q04900	8763	MONDO_0002409	auditory system disorder	control
13112	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000413644	ENSP00000402237	Q04900	8763	MONDO_0005071	nervous system disorder	control
13113	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000310786	ENSP00000309376	Q04900	8763	MONDO_0002025	psychiatric disorder	control
13114	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000310786	ENSP00000309376	Q04900	8763	MONDO_0002409	auditory system disorder	control
13115	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000310786	ENSP00000309376	Q04900	8763	MONDO_0005071	nervous system disorder	control
13116	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000275080	ENSP00000275080	Q04900	8763	MONDO_0002025	psychiatric disorder	control
13117	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000275080	ENSP00000275080	Q04900	8763	MONDO_0002409	auditory system disorder	control
13118	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000275080	ENSP00000275080	Q04900	8763	MONDO_0005071	nervous system disorder	control
13119	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000324953	ENSP00000314177	Q04900	8763	MONDO_0002025	psychiatric disorder	control
13120	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000324953	ENSP00000314177	Q04900	8763	MONDO_0002409	auditory system disorder	control
13121	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000324953	ENSP00000314177	Q04900	8763	MONDO_0005071	nervous system disorder	control
13122	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000512821	ENSP00000427546	Q04900	8763	MONDO_0002025	psychiatric disorder	control
13123	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000512821	ENSP00000427546	Q04900	8763	MONDO_0002409	auditory system disorder	control
13124	CD164	HGNC:1632	autosomal dominant nonsyndromic hearing loss	MONDO_0019587	Moderate	6	109366514.0	109382467.0	-	ENSG00000135535	ENST00000512821	ENSP00000427546	Q04900	8763	MONDO_0005071	nervous system disorder	control
13125	CD2AP	HGNC:14258	inherited focal segmental glomerulosclerosis	MONDO_0005363	Moderate	6	47477789.0	47627263.0	+	ENSG00000198087	ENST00000359314	ENSP00000352264	Q9Y5K6	23607	MONDO_0002118	urinary system disorder	control
13126	CDAN1	HGNC:1713	anemia, congenital dyserythropoietic, type 1a	MONDO_0009135	Definitive	15	42723544.0	42737128.0	-	ENSG00000140326	ENST00000356231	ENSP00000348564	Q8IWY9	146059	MONDO_0005570	hematologic disorder	case
13127	CDC14A	HGNC:1718	hearing impairment and infertile male syndrome	MONDO_0100069	Strong	1	100325629.0	100520277.0	+	ENSG00000079335	ENST00000361544	ENSP00000354916	Q9UNH5	8556			case
13128	CDC14A	HGNC:1718	hearing impairment and infertile male syndrome	MONDO_0100069	Strong	1	100325629.0	100520277.0	+	ENSG00000079335	ENST00000370124	ENSP00000359142	Q9UNH5	8556			case
13129	CDC14A	HGNC:1718	hearing impairment and infertile male syndrome	MONDO_0100069	Strong	1	100325629.0	100520277.0	+	ENSG00000079335	ENST00000336454	ENSP00000336739	Q9UNH5	8556			case
13130	CDC14A	HGNC:1718	hearing impairment and infertile male syndrome	MONDO_0100069	Strong	1	100325629.0	100520277.0	+	ENSG00000079335	ENST00000644813	ENSP00000496374	Q9UNH5	8556			case
13131	CDH1	HGNC:1748	CDH1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100488	Definitive	16	68737292.0	68835537.0	+	ENSG00000039068	ENST00000261769	ENSP00000261769	P12830	999	MONDO_0045024	cancer or benign tumor	case
13132	CDH1	HGNC:1748	CDH1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100488	Definitive	16	68737292.0	68835537.0	+	ENSG00000039068	ENST00000422392	ENSP00000414946	P12830	999	MONDO_0045024	cancer or benign tumor	case
13133	CHD2	HGNC:1917	complex neurodevelopmental disorder	MONDO_0100038	Definitive	15	92886203.0	93027996.0	+	ENSG00000173575	ENST00000626874	ENSP00000486629	O14647	1106	MONDO_0005071	nervous system disorder	case
13134	CHD2	HGNC:1917	complex neurodevelopmental disorder	MONDO_0100038	Definitive	15	92886203.0	93027996.0	+	ENSG00000173575	ENST00000420239	ENSP00000406581	O14647	1106	MONDO_0005071	nervous system disorder	case
13135	CHD2	HGNC:1917	complex neurodevelopmental disorder	MONDO_0100038	Definitive	15	92886203.0	93027996.0	+	ENSG00000173575	ENST00000394196	ENSP00000377747	O14647	1106	MONDO_0005071	nervous system disorder	case
13136	CISD2	HGNC:24212	Wolfram syndrome	MONDO_0018105	Definitive	4	102868974.0	102892807.0	+	ENSG00000145354	ENST00000273986	ENSP00000273986	Q8N5K1	493856			case
13137	CNTN6	HGNC:2176	complex neurodevelopmental disorder	MONDO_0100038	Disputed	3	1092658.0	1404217.0	+	ENSG00000134115	ENST00000446702	ENSP00000407822	Q9UQ52	27255	MONDO_0005071	nervous system disorder	control
13138	CNTN6	HGNC:2176	complex neurodevelopmental disorder	MONDO_0100038	Disputed	3	1092658.0	1404217.0	+	ENSG00000134115	ENST00000350110	ENSP00000341882	Q9UQ52	27255	MONDO_0005071	nervous system disorder	control
13139	COA7	HGNC:25716	mitochondrial disease	MONDO_0044970	Definitive	1	52684449.0	52698347.0	-	ENSG00000162377	ENST00000371538	ENSP00000360593	Q96BR5	65260			case
13140	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0002025	psychiatric disorder	case
13141	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0002409	auditory system disorder	case
13142	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0005071	nervous system disorder	case
13143	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0002025	psychiatric disorder	control
13144	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0002409	auditory system disorder	control
13145	COL11A2	HGNC:2187	nonsyndromic genetic hearing loss	MONDO_0019497	Moderate	6	33162681.0	33192499.0	-	ENSG00000204248	ENST00000395194	ENSP00000378620	P13942	1302	MONDO_0005071	nervous system disorder	control
13146	COL9A3	HGNC:2219	Stickler syndrome	MONDO_0019354	Definitive	20	62816244.0	62841159.0	+	ENSG00000092758	ENST00000649368	ENSP00000496793	Q14050	1299	MONDO_0021147	disorder of development or morphogenesis	case
13147	COL9A3	HGNC:2219	Stickler syndrome	MONDO_0019354	Definitive	20	62816244.0	62841159.0	+	ENSG00000092758	ENST00000649368	ENSP00000496793	Q14050	1299	MONDO_0002022	disorder of orbital region	case
13148	COL9A3	HGNC:2219	Stickler syndrome	MONDO_0019354	Definitive	20	62816244.0	62841159.0	+	ENSG00000092758	ENST00000649368	ENSP00000496793	Q14050	1299	MONDO_0002081	musculoskeletal system disorder	case
13149	COL9A3	HGNC:2219	Stickler syndrome	MONDO_0019354	Definitive	20	62816244.0	62841159.0	+	ENSG00000092758	ENST00000649368	ENSP00000496793	Q14050	1299	MONDO_0024458	disorder of visual system	case
13150	COL9A3	HGNC:2219	Stickler syndrome	MONDO_0019354	Definitive	20	62816244.0	62841159.0	+	ENSG00000092758	ENST00000649368	ENSP00000496793	Q14050	1299	MONDO_0005071	nervous system disorder	case
13151	CRPPA	HGNC:37276	myopathy caused by variation in CRPPA	MONDO_0100530	Definitive	7	16087525.0	16502504.0	-	ENSG00000214960	ENST00000407010	ENSP00000385478	A4D126	729920	MONDO_0002081	musculoskeletal system disorder	case
13152	CRPPA	HGNC:37276	myopathy caused by variation in CRPPA	MONDO_0100530	Definitive	7	16087525.0	16502504.0	-	ENSG00000214960	ENST00000407010	ENSP00000385478	A4D126	729920	MONDO_0005071	nervous system disorder	case
13153	CRPPA	HGNC:37276	myopathy caused by variation in CRPPA	MONDO_0100530	Definitive	7	16087525.0	16502504.0	-	ENSG00000214960	ENST00000399310	ENSP00000382249	A4D126	729920	MONDO_0002081	musculoskeletal system disorder	case
13154	CRPPA	HGNC:37276	myopathy caused by variation in CRPPA	MONDO_0100530	Definitive	7	16087525.0	16502504.0	-	ENSG00000214960	ENST00000399310	ENSP00000382249	A4D126	729920	MONDO_0005071	nervous system disorder	case
13155	CSTB	HGNC:2482	developmental and epileptic encephalopathy	MONDO_0100062	Moderate	21	43772511.0	43776330.0	-	ENSG00000160213	ENST00000291568	ENSP00000291568	P04080	1476	MONDO_0005071	nervous system disorder	control
13156	CTF1	HGNC:2499	dilated cardiomyopathy	MONDO_0005021	Limited	16	30896614.0	30903547.0	+	ENSG00000150281	ENST00000279804	ENSP00000279804	Q16619	1489	MONDO_0002081	musculoskeletal system disorder	
13157	CTF1	HGNC:2499	dilated cardiomyopathy	MONDO_0005021	Limited	16	30896614.0	30903547.0	+	ENSG00000150281	ENST00000279804	ENSP00000279804	Q16619	1489	MONDO_0004995	cardiovascular disorder	
13158	CTF1	HGNC:2499	dilated cardiomyopathy	MONDO_0005021	Limited	16	30896614.0	30903547.0	+	ENSG00000150281	ENST00000395019	ENSP00000378465	Q16619	1489	MONDO_0002081	musculoskeletal system disorder	
13159	CTF1	HGNC:2499	dilated cardiomyopathy	MONDO_0005021	Limited	16	30896614.0	30903547.0	+	ENSG00000150281	ENST00000395019	ENSP00000378465	Q16619	1489	MONDO_0004995	cardiovascular disorder	
13160	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000354880	ENSP00000346952	P10619	5476	MONDO_0021147	disorder of development or morphogenesis	case
13161	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000354880	ENSP00000346952	P10619	5476	MONDO_0002022	disorder of orbital region	case
13162	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000354880	ENSP00000346952	P10619	5476	MONDO_0002081	musculoskeletal system disorder	case
13163	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000354880	ENSP00000346952	P10619	5476	MONDO_0024458	disorder of visual system	case
13164	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000646241	ENSP00000493613	P10619	5476	MONDO_0021147	disorder of development or morphogenesis	case
13165	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000646241	ENSP00000493613	P10619	5476	MONDO_0002022	disorder of orbital region	case
13166	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000646241	ENSP00000493613	P10619	5476	MONDO_0002081	musculoskeletal system disorder	case
13167	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000646241	ENSP00000493613	P10619	5476	MONDO_0024458	disorder of visual system	case
13168	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000191018	ENSP00000191018	P10619	5476	MONDO_0021147	disorder of development or morphogenesis	case
13169	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000191018	ENSP00000191018	P10619	5476	MONDO_0002022	disorder of orbital region	case
13170	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000191018	ENSP00000191018	P10619	5476	MONDO_0002081	musculoskeletal system disorder	case
13171	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000191018	ENSP00000191018	P10619	5476	MONDO_0024458	disorder of visual system	case
13172	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000607482	ENSP00000475524	P10619	5476	MONDO_0021147	disorder of development or morphogenesis	case
13173	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000607482	ENSP00000475524	P10619	5476	MONDO_0002022	disorder of orbital region	case
13174	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000607482	ENSP00000475524	P10619	5476	MONDO_0002081	musculoskeletal system disorder	case
13175	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000607482	ENSP00000475524	P10619	5476	MONDO_0024458	disorder of visual system	case
13176	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000372459	ENSP00000361537	P10619	5476	MONDO_0021147	disorder of development or morphogenesis	case
13177	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000372459	ENSP00000361537	P10619	5476	MONDO_0002022	disorder of orbital region	case
13178	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000372459	ENSP00000361537	P10619	5476	MONDO_0002081	musculoskeletal system disorder	case
13179	CTSA	HGNC:9251	galactosialidosis	MONDO_0009737	Definitive	20	45890144.0	45898949.0	+	ENSG00000064601	ENST00000372459	ENSP00000361537	P10619	5476	MONDO_0024458	disorder of visual system	case
13180	CYS1	HGNC:18525	polycystic kidney disease	MONDO_0020642	Limited	2	10056473.0	10080944.0	-	ENSG00000205795	ENST00000381813	ENSP00000371234	Q717R9	192668	MONDO_0002118	urinary system disorder	
13181	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000469139	ENSP00000501165	Q14118	1605	MONDO_0005071	nervous system disorder	case
13182	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000421560	ENSP00000412067	Q14118	1605	MONDO_0005071	nervous system disorder	case
13183	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000452317	ENSP00000387859	Q14118	1605	MONDO_0005071	nervous system disorder	case
13184	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000430636	ENSP00000401805	Q14118	1605	MONDO_0005071	nervous system disorder	case
13185	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000466701	ENSP00000513216	Q14118	1605	MONDO_0005071	nervous system disorder	case
13186	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000496474	ENSP00000513217	Q14118	1605	MONDO_0005071	nervous system disorder	case
13187	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000418588	ENSP00000405859	Q14118	1605	MONDO_0005071	nervous system disorder	case
13188	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000431960	ENSP00000388833	Q14118	1605	MONDO_0005071	nervous system disorder	case
13189	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000308775	ENSP00000312435	Q14118	1605	MONDO_0005071	nervous system disorder	case
13190	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000435508	ENSP00000415321	Q14118	1605	MONDO_0005071	nervous system disorder	case
13191	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000452060	ENSP00000410145	Q14118	1605	MONDO_0005071	nervous system disorder	case
13192	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000673708	ENSP00000501140	Q14118	1605	MONDO_0005071	nervous system disorder	case
13193	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000428779	ENSP00000401382	Q14118	1605	MONDO_0005071	nervous system disorder	case
13194	DAG1	HGNC:2666	qualitative or quantitative defects of alpha-dystroglycan	MONDO_0018282	Definitive	3	49468713.0	49535618.0	+	ENSG00000173402	ENST00000697271	ENSP00000513218	Q14118	1605	MONDO_0005071	nervous system disorder	case
13195	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000355527	ENSP00000347717	Q9UBM7	1717	MONDO_0021147	disorder of development or morphogenesis	case
13196	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000355527	ENSP00000347717	Q9UBM7	1717	MONDO_0002022	disorder of orbital region	case
13197	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000355527	ENSP00000347717	Q9UBM7	1717	MONDO_0024458	disorder of visual system	case
13198	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000407721	ENSP00000384739	Q9UBM7	1717	MONDO_0021147	disorder of development or morphogenesis	case
13199	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000407721	ENSP00000384739	Q9UBM7	1717	MONDO_0002022	disorder of orbital region	case
13200	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000407721	ENSP00000384739	Q9UBM7	1717	MONDO_0024458	disorder of visual system	case
13201	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000526780	ENSP00000435668	Q9UBM7	1717	MONDO_0021147	disorder of development or morphogenesis	case
13202	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000526780	ENSP00000435668	Q9UBM7	1717	MONDO_0002022	disorder of orbital region	case
13203	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000526780	ENSP00000435668	Q9UBM7	1717	MONDO_0024458	disorder of visual system	case
13204	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000525346	ENSP00000435707	Q9UBM7	1717	MONDO_0021147	disorder of development or morphogenesis	case
13205	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000525346	ENSP00000435707	Q9UBM7	1717	MONDO_0002022	disorder of orbital region	case
13206	DHCR7	HGNC:2860	Smith-Lemli-Opitz syndrome	MONDO_0010035	Definitive	11	71428193.0	71452868.0	-	ENSG00000172893	ENST00000525346	ENSP00000435707	Q9UBM7	1717	MONDO_0024458	disorder of visual system	case
13207	DHDDS	HGNC:20603	DHDDS-CDG	MONDO_1040054	Definitive	1	26432282.0	26471306.0	+	ENSG00000117682	ENST00000236342	ENSP00000236342	Q86SQ9	79947			case
13208	DHDDS	HGNC:20603	DHDDS-CDG	MONDO_1040054	Definitive	1	26432282.0	26471306.0	+	ENSG00000117682	ENST00000525682	ENSP00000434984	Q86SQ9	79947			case
13209	DHDDS	HGNC:20603	DHDDS-CDG	MONDO_1040054	Definitive	1	26432282.0	26471306.0	+	ENSG00000117682	ENST00000526219	ENSP00000434219	Q86SQ9	79947			case
13210	DHDDS	HGNC:20603	DHDDS-CDG	MONDO_1040054	Definitive	1	26432282.0	26471306.0	+	ENSG00000117682	ENST00000360009	ENSP00000353104	Q86SQ9	79947			case
13211	DHDDS	HGNC:20603	DHDDS-CDG	MONDO_1040054	Definitive	1	26432282.0	26471306.0	+	ENSG00000117682	ENST00000528557	ENSP00000515248	Q86SQ9	79947			case
13212	DIAPH1	HGNC:2876	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	MONDO_0014714	Definitive	5	141515016.0	141619055.0	-	ENSG00000131504	ENST00000389054	ENSP00000373706	O60610	1729	MONDO_0021147	disorder of development or morphogenesis	case
13213	DIAPH1	HGNC:2876	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	MONDO_0014714	Definitive	5	141515016.0	141619055.0	-	ENSG00000131504	ENST00000518047	ENSP00000428268	O60610	1729	MONDO_0021147	disorder of development or morphogenesis	case
13214	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000378723	ENSP00000367997	P11532	1756	MONDO_0002081	musculoskeletal system disorder	case
13215	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000378723	ENSP00000367997	P11532	1756	MONDO_0005071	nervous system disorder	case
13216	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000682600	ENSP00000507640	P11532	1756	MONDO_0002081	musculoskeletal system disorder	case
13217	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000682600	ENSP00000507640	P11532	1756	MONDO_0005071	nervous system disorder	case
13218	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000378702	ENSP00000367974	P11532	1756	MONDO_0002081	musculoskeletal system disorder	case
13219	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000378702	ENSP00000367974	P11532	1756	MONDO_0005071	nervous system disorder	case
13220	DMD	HGNC:2928	progressive muscular dystrophy	MONDO_0016106	Definitive	X	31097677.0	33339609.0	-	ENSG00000198947	ENST00000361471	ENSP00000354464	P11532	1756	MONDO_0002081	musculoskeletal system disorder	case
