gene_id	gene_name	disease_label	mondo_disease_id	efo_ancestor_id	efo_ancestor_label	gwas_association	gwas_id_efo	gwas_label	l2g_score
ENSG00000175344	CHRNA7	epilepsy	MONDO_0005027	EFO_0000618	nervous system disease	False			
ENSG00000175387	SMAD2	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	False			
ENSG00000175387	SMAD2	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000175390	EIF3F	syndromic intellectual disability	MONDO_0000508	EFO_0000618	nervous system disease	True	EFO_0005782;EFO_1001176;EFO_0004238;MONDO_0004975	age-related hearing impairment;sensorineural hearing loss;hearing loss;Alzheimer disease	0.12843259191150896;0.2694907901255998;0.6643327817344254
ENSG00000175538	KCNE3	Brugada syndrome	MONDO_0015263	EFO_0000319	cardiovascular disease	False			
ENSG00000175595	ERCC4	xeroderma pigmentosum group F	MONDO_0010215	EFO_0010285	integumentary system disease	True	EFO_0004795;EFO_0003958	skin sensitivity to sun;sunburn	0.9791125011354405;0.9771613703064662
ENSG00000175707	KDF1	ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	MONDO_0015024	EFO_0010285	integumentary system disease	False			
ENSG00000175745	NR2F1	Bosch-Boonstra-Schaaf optic atrophy syndrome	MONDO_0014320	EFO_0000618	nervous system disease	True	MONDO_0005277;MONDO_0002009;EFO_0003888;EFO_0004698	migraine disorder;major depressive disorder;attention deficit hyperactivity disorder;insomnia	0.723481134478027;0.7534948132246594;0.5967993745596739;0.071753659999027
ENSG00000175785	PRIMA1	epilepsy	MONDO_0005027	EFO_0000618	nervous system disease	True	EFO_0004698;EFO_0003888	insomnia;attention deficit hyperactivity disorder	0.852667446290917;0.29146207507003313
ENSG00000175894	TSPEAR	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000175920	DOK7	congenital myasthenic syndrome 10	MONDO_0009690	EFO_0000618	nervous system disease	False			
ENSG00000175920	DOK7	congenital myasthenic syndrome 10	MONDO_0009690	EFO_0009676	musculoskeletal system disease	False			
ENSG00000176058	TPRN	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000176076	KCNE5	Brugada syndrome	MONDO_0015263	EFO_0000319	cardiovascular disease	False			
ENSG00000176165	FOXG1	FOXG1 disorder	MONDO_0100040	EFO_0000618	nervous system disease	True	MONDO_0005090;EFO_0003888	schizophrenia;attention deficit hyperactivity disorder	0.8368102328259751
ENSG00000176225	RTTN	microcephalic primordial dwarfism due to RTTN deficiency	MONDO_0018764	EFO_0009676	musculoskeletal system disease	False	EFO_0009617;EFO_0005802	knee fracture;cartilage disease	0.27152499708404765;0.4764745335405368
ENSG00000176340	COX8A	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000176340	COX8A	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000176387	HSD11B2	apparent mineralocorticoid excess	MONDO_0009025	EFO_0001379	endocrine system disease	False			
ENSG00000176678	FOXL1	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	True	EFO_0009552;EFO_1001375;MONDO_0021661;EFO_0001645;EFO_0004264;EFO_0003870	hemorrhoid;Myocardial Ischemia;coronary atherosclerosis;coronary artery disease;vascular disease;brain aneurysm	0.6910300376607954;0.6561253868857584;0.5246837252380028;0.38037826760343674
ENSG00000176678	FOXL1	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	True	EFO_0003882	osteoporosis	0.5246837252380028
ENSG00000176692	FOXC2	lymphedema-distichiasis syndrome	MONDO_0007922	EFO_0000319	cardiovascular disease	False	EFO_0001645;EFO_0009552;MONDO_0021661;EFO_1001375;EFO_0003870	coronary artery disease;hemorrhoid;coronary atherosclerosis;Myocardial Ischemia;brain aneurysm	0.09851381313859009;0.06365341594990695;0.43394854874017164
ENSG00000176692	FOXC2	lymphedema-distichiasis syndrome	MONDO_0007922	EFO_0000540	immune system disease	True	EFO_0007149;EFO_1001890;EFO_0007352	appendicitis;food allergy;lymphatic system disease	0.4764745335405368;0.38266489475383686;0.5434619288518707
ENSG00000176884	GRIN1	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000177000	MTHFR	homocystinuria due to methylene tetrahydrofolate reductase deficiency	MONDO_0009353	EFO_0000618	nervous system disease	True	MONDO_0005090;MONDO_0002009;MONDO_0005301;MONDO_0016820	schizophrenia;major depressive disorder;multiple sclerosis;Moyamoya disease	0.8660725837916252;0.14131317229291215;0.5595812175984085
ENSG00000177045	SIX5	branchio-oto-renal syndrome	MONDO_0007029	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000177084	POLE	POLE-related polyposis and colorectal cancer syndrome	MONDO_0100287	EFO_0000405	digestive system disease	True	EFO_0001421	liver disease	0.819443774342405
ENSG00000177084	POLE	POLE-related polyposis and colorectal cancer syndrome	MONDO_0100287	MONDO_0045024	cancer or benign tumor	True	EFO_0003893	ovarian neoplasm	0.7262211618280827
ENSG00000177105	RHOG	hemophagocytic lymphohistiocytosis due to RhoG deficiency	MONDO_0800147	EFO_0000540	immune system disease	False			
ENSG00000177106	EPS8L2	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000177119	ANO6	Scott syndrome	MONDO_0009885	EFO_0005803	hematologic disease	False			
ENSG00000177189	RPS6KA3	Coffin-Lowry syndrome	MONDO_0010561	EFO_0000618	nervous system disease	True	EFO_0003877	sleep apnea	0.6911071660808704
ENSG00000177301	KCNA2	developmental and epileptic encephalopathy	MONDO_0100062	EFO_0000618	nervous system disease	False			
ENSG00000177409	SAMD9L	SAMD9L-related spectrum and myeloid neoplasm risk	MONDO_1060111	MONDO_0045024	cancer or benign tumor	False			
ENSG00000177455	CD19	immunodeficiency, common variable, 3	MONDO_0013283	EFO_0000540	immune system disease	False			
ENSG00000177455	CD19	immunodeficiency, common variable, 3	MONDO_0013283	EFO_0005803	hematologic disease	False			
ENSG00000177455	CD19	immunodeficiency, common variable, 3	MONDO_0013283	MONDO_0045024	cancer or benign tumor	False			
ENSG00000177469	CAVIN1	lipodystrophy	MONDO_0006573	EFO_0010285	integumentary system disease	False	EFO_0000305	breast carcinoma	0.1869325700387156
ENSG00000177542	SLC25A22	developmental and epileptic encephalopathy	MONDO_0100062	EFO_0000618	nervous system disease	False			
ENSG00000177565	TBL1XR1	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	EFO_0004247;EFO_0000677;MONDO_0005090;MONDO_0002050;EFO_0008623	mood disorder;mental or behavioural disorder;schizophrenia;depressive disorder;dysthymic disorder	0.9051249245385686;0.908604701104258;0.8535132777587011
ENSG00000177595	PIDD1	intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly	MONDO_0030785	EFO_0000618	nervous system disease	False	EFO_0003870	brain aneurysm	0.10766347793005061
ENSG00000177628	GBA1	Gaucher disease	MONDO_0018150	EFO_0000524	head and neck disorder	False			
ENSG00000177628	GBA1	Gaucher disease	MONDO_0018150	MONDO_0024458	disorder of visual system	False			
ENSG00000177628	GBA1	Parkinson disease	MONDO_0005180	EFO_0000618	nervous system disease	True	MONDO_0005180;EFO_0003870;EFO_0006792;EFO_0007462;MONDO_0001815	Parkinson disease;brain aneurysm;Lewy body dementia;REM sleep behavior disorder;extrapyramidal and movement disease	0.6187906985336917;0.8801638129553568;0.8423983825525718;0.5603675567359795;0.05160325000135693
ENSG00000177807	KCNJ10	EAST syndrome	MONDO_0013005	EFO_0000618	nervous system disease	False			
ENSG00000177807	KCNJ10	EAST syndrome	MONDO_0013005	EFO_0009690	urinary system disease	False			
ENSG00000177807	KCNJ10	enlarged vestibular aqueduct syndrome	MONDO_0023069	EFO_0009676	musculoskeletal system disease	False			
ENSG00000177807	KCNJ10	enlarged vestibular aqueduct syndrome	MONDO_0023069	MONDO_0024623	otorhinolaryngologic disease	False			
ENSG00000178127	NDUFV2	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000178127	NDUFV2	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000178295	GEN1	familial ovarian cancer	MONDO_0016248	EFO_0000512	reproductive system disease	False	EFO_0000284	benign prostatic hyperplasia	0.1835961865746918
ENSG00000178295	GEN1	familial ovarian cancer	MONDO_0016248	EFO_0001379	endocrine system disease	False			
ENSG00000178295	GEN1	familial ovarian cancer	MONDO_0016248	MONDO_0045024	cancer or benign tumor	False	EFO_0000284;EFO_0006859	benign prostatic hyperplasia;head and neck malignant neoplasia	0.1835961865746918;0.11506834465915905
ENSG00000178295	GEN1	hereditary breast carcinoma	MONDO_0016419	EFO_0009483	breast disease	False			
ENSG00000178295	GEN1	hereditary breast carcinoma	MONDO_0016419	MONDO_0045024	cancer or benign tumor	False	EFO_0000284;EFO_0006859	benign prostatic hyperplasia;head and neck malignant neoplasia	0.1835961865746918;0.11506834465915905
ENSG00000178445	GLDC	glycine encephalopathy	MONDO_0011612	EFO_0000618	nervous system disease	False	EFO_0005203	eating disorder	0.273985427102445
ENSG00000178538	CA8	cerebellar ataxia	MONDO_0000437	EFO_0000618	nervous system disease	True	MONDO_0005090;EFO_0004698	schizophrenia;insomnia	0.5967993745596739;0.8155624379776023
ENSG00000178562	CD28	immunodeficiency 123 with HPV-related verrucosis	MONDO_0971177	EFO_0000540	immune system disease	True	EFO_0001060;EFO_0005140;EFO_0000685;EFO_0004237;EFO_0000384;EFO_0000729;MONDO_0005301;EFO_0003767;EFO_0000676	celiac disease;autoimmune disease;rheumatoid arthritis;Graves disease;Crohn's disease;ulcerative colitis;multiple sclerosis;inflammatory bowel disease;psoriasis	0.796069701041871;0.7906542768587157;0.5769766867726389;0.6738795759511996;0.8074526610663159;0.732180418013485;0.9080913833705588;0.6775565275056964;0.8031447652688479
ENSG00000178568	ERBB4	amyotrophic lateral sclerosis type 19	MONDO_0014223	EFO_0000618	nervous system disease	True	MONDO_0002009;EFO_0000677;EFO_0004257;EFO_0004247;EFO_0004698	major depressive disorder;mental or behavioural disorder;neurotic disorder;mood disorder;insomnia	0.6338276821248201;0.5789909713708892;0.5168346252629675;0.7518584744884383;0.6198676281905049
ENSG00000178726	THBD	atypical hemolytic-uremic syndrome	MONDO_0016244	EFO_0000540	immune system disease	False			
ENSG00000178726	THBD	atypical hemolytic-uremic syndrome	MONDO_0016244	EFO_0005803	hematologic disease	False			
ENSG00000178726	THBD	thrombomodulin-related bleeding disorder	MONDO_0013775	EFO_0005803	hematologic disease	False			
ENSG00000178802	MPI	MPI-congenital disorder of glycosylation	MONDO_0011257	EFO_0000319	cardiovascular disease	True	EFO_0004214;MONDO_0024664	Abdominal Aortic Aneurysm;hypertension, pregnancy-induced	0.8003693766500066;0.667355658138954
ENSG00000178802	MPI	MPI-congenital disorder of glycosylation	MONDO_0011257	EFO_0000540	immune system disease	True	EFO_0003767;EFO_0000717	inflammatory bowel disease;systemic scleroderma	0.8109907792831141;0.4589180663458118
ENSG00000178878	APOLD1	inherited blood coagulation disorder	MONDO_0021181	EFO_0005803	hematologic disease	False			
ENSG00000178919	FOXE1	Bamforth-Lazarus syndrome	MONDO_0009437	EFO_0001379	endocrine system disease	True	MONDO_0018612;EFO_0004705;MONDO_0002108;EFO_0002892;EFO_0003841;EFO_1001194;MONDO_0001658;EFO_0009189;EFO_0006812;EFO_1000122;EFO_1000627;EFO_0003779;EFO_1002017;MONDO_0000334;EFO_0004283;EFO_0009191;EFO_1001055;EFO_0000641	congenital hypothyroidism;hypothyroidism;thyroid cancer;thyroid carcinoma;thyroid neoplasm;subacute thyroiditis;nontoxic goiter;hyperthyroidism;autoimmune thyroid disease;Benign Thyroid Gland Neoplasm;thyroid disease;Hashimoto's thyroiditis;differentiated thyroid carcinoma;multinodular goiter;goiter;Toxic Nodular Goiter;myxedema;papillary thyroid carcinoma	0.48379116211428813;0.4415873971282263;0.5260934320439454;0.09641518203554444;0.4692413318679583;0.4321445047255506;0.4169779615357118;0.40758774008162624
ENSG00000179085	DPM3	DPM3-congenital disorder of glycosylation	MONDO_0013049	EFO_0000618	nervous system disease	False	MONDO_0005180	Parkinson disease	0.3602417620814895
ENSG00000179085	DPM3	DPM3-congenital disorder of glycosylation	MONDO_0013049	EFO_0009676	musculoskeletal system disease	False	EFO_0004274	gout	0.17298121970824198
ENSG00000179104	TMTC2	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False	MONDO_0005277;MONDO_0002009	migraine disorder;major depressive disorder	0.379320360642019;0.3887500500282042
ENSG00000179142	CYP11B2	familial hyperreninemic hypoaldosteronism type 2	MONDO_0011754	EFO_0001379	endocrine system disease	False			
ENSG00000179163	FUCA1	fucosidosis	MONDO_0009254	EFO_0009676	musculoskeletal system disease	False			
ENSG00000179163	FUCA1	fucosidosis	MONDO_0009254	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179270	PCARE	PCARE-related retinopathy	MONDO_0800404	EFO_0000524	head and neck disorder	False			
ENSG00000179270	PCARE	PCARE-related retinopathy	MONDO_0800404	EFO_0000618	nervous system disease	False			
ENSG00000179270	PCARE	PCARE-related retinopathy	MONDO_0800404	MONDO_0024458	disorder of visual system	False			
ENSG00000179284	DAND5	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	False			
ENSG00000179284	DAND5	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179295	PTPN11	Costello syndrome	MONDO_0009026	EFO_0000319	cardiovascular disease	True	EFO_0000712;EFO_0000275;EFO_0004265;EFO_0000612;EFO_0000537;EFO_0001645;EFO_0008583	stroke;atrial fibrillation;peripheral arterial disease;myocardial infarction;hypertension;coronary artery disease;acute myocardial infarction	0.0871878132095966;0.9023549611548093;0.8207886830357577;0.10154439675918005;0.09167446561644024;0.7083898529291068
ENSG00000179295	PTPN11	Costello syndrome	MONDO_0009026	EFO_0009676	musculoskeletal system disease	False	EFO_0004274	gout	0.12902060184961
ENSG00000179295	PTPN11	Costello syndrome	MONDO_0009026	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	EFO_0000319	cardiovascular disease	True	EFO_0000712;EFO_0000275;EFO_0004265;EFO_0000612;EFO_0000537;EFO_0001645;EFO_0008583	stroke;atrial fibrillation;peripheral arterial disease;myocardial infarction;hypertension;coronary artery disease;acute myocardial infarction	0.0871878132095966;0.9023549611548093;0.8207886830357577;0.10154439675918005;0.09167446561644024;0.7083898529291068
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	EFO_0000540	immune system disease	True	EFO_0000676;EFO_0005140;EFO_0003767;EFO_0004237;EFO_0003779;EFO_1001179	psoriasis;autoimmune disease;inflammatory bowel disease;Graves disease;Hashimoto's thyroiditis;sialadenitis	0.11257715747501597;0.8765840631508783;0.9281615929091216;0.8509955855799793;0.09566326193611446;0.7298320398401987
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	EFO_0009676	musculoskeletal system disease	False	EFO_0004274	gout	0.12902060184961
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179295	PTPN11	Noonan syndrome with multiple lentigines	MONDO_0007893	EFO_0000319	cardiovascular disease	True	EFO_0000712;EFO_0000275;EFO_0004265;EFO_0000612;EFO_0000537;EFO_0001645;EFO_0008583	stroke;atrial fibrillation;peripheral arterial disease;myocardial infarction;hypertension;coronary artery disease;acute myocardial infarction	0.0871878132095966;0.9023549611548093;0.8207886830357577;0.10154439675918005;0.09167446561644024;0.7083898529291068
ENSG00000179295	PTPN11	Noonan syndrome with multiple lentigines	MONDO_0007893	EFO_0009676	musculoskeletal system disease	False	EFO_0004274	gout	0.12902060184961
ENSG00000179295	PTPN11	Noonan syndrome with multiple lentigines	MONDO_0007893	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179295	PTPN11	cardiofaciocutaneous syndrome	MONDO_0015280	EFO_0000319	cardiovascular disease	True	EFO_0000712;EFO_0000275;EFO_0004265;EFO_0000612;EFO_0000537;EFO_0001645;EFO_0008583	stroke;atrial fibrillation;peripheral arterial disease;myocardial infarction;hypertension;coronary artery disease;acute myocardial infarction	0.0871878132095966;0.9023549611548093;0.8207886830357577;0.10154439675918005;0.09167446561644024;0.7083898529291068
ENSG00000179295	PTPN11	cardiofaciocutaneous syndrome	MONDO_0015280	EFO_0009676	musculoskeletal system disease	False	EFO_0004274	gout	0.12902060184961
ENSG00000179295	PTPN11	cardiofaciocutaneous syndrome	MONDO_0015280	EFO_0010285	integumentary system disease	True	EFO_0000676;EFO_0000305	psoriasis;breast carcinoma	0.11257715747501597;0.8763000239800177
ENSG00000179295	PTPN11	cardiofaciocutaneous syndrome	MONDO_0015280	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000179348	GATA2	GATA2 deficiency with susceptibility to MDS/AML	MONDO_0042982	EFO_0000540	immune system disease	False	EFO_0007352	lymphatic system disease	0.08374791590374811
ENSG00000179364	PACS2	developmental and epileptic encephalopathy	MONDO_0100062	EFO_0000618	nervous system disease	False	MONDO_0004975	Alzheimer disease	0.2733292442958151
ENSG00000179456	ZBTB18	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	EFO_0001380;EFO_0004698;MONDO_0005090	hypopituitarism;insomnia;schizophrenia	0.7419878280007348;0.08884503398815385;0.11506834465915905
ENSG00000179520	SLC17A8	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000179583	CIITA	MHC class II deficiency	MONDO_0008855	EFO_0000540	immune system disease	True	EFO_0001060;EFO_0003767;EFO_0000384	celiac disease;inflammatory bowel disease;Crohn's disease	0.9024661313486325;0.9270850410748529;0.9197670373088674
ENSG00000179588	ZFPM1	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	True	EFO_0004286;EFO_0001645;EFO_0004264;EFO_0000537	venous thromboembolism;coronary artery disease;vascular disease;hypertension	0.6401589495349206;0.7952285670886672;0.055132558443995484;0.12651370073853827
ENSG00000179588	ZFPM1	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	True	EFO_0005584;EFO_0000756	seborrheic keratosis;melanoma	0.8481603863121223;0.821144570257624
ENSG00000179855	GIPC3	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000179915	NRXN1	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	MONDO_0002009;EFO_0003888;EFO_1000973;MONDO_0004975;EFO_0004698	major depressive disorder;attention deficit hyperactivity disorder;hyperpituitarism;Alzheimer disease;insomnia	0.8155624379776023;0.8491992123508897;0.4352490885118444;0.5651014814577797
ENSG00000179950	PUF60	syndromic intellectual disability	MONDO_0000508	EFO_0000618	nervous system disease	False			
ENSG00000179981	TSHZ1	aural atresia, congenital	MONDO_0011921	MONDO_0024623	otorhinolaryngologic disease	False	EFO_0007486	sinusitis	0.35959171455633404
ENSG00000180053	NKX2-6	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	False			
ENSG00000180053	NKX2-6	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000180210	F2	congenital prothrombin deficiency	MONDO_0013361	EFO_0005803	hematologic disease	True	EFO_0009315;EFO_0009314;MONDO_0002610;MONDO_0002242	thrombophilia;blood coagulation disease;purpura;coagulation protein disease	0.9451108881613925;0.9417991011434829;0.7721053979859426;0.7295349750136262
ENSG00000180210	F2	thrombophilia due to thrombin defect	MONDO_0008559	EFO_0005803	hematologic disease	True	EFO_0009315;EFO_0009314;MONDO_0002610;MONDO_0002242	thrombophilia;blood coagulation disease;purpura;coagulation protein disease	0.9451108881613925;0.9417991011434829;0.7721053979859426;0.7295349750136262
ENSG00000180318	ALX1	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	EFO_0009676	musculoskeletal system disease	False	EFO_0004616	osteoarthritis, knee	0.2474743207624234
ENSG00000180318	ALX1	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000180398	MCFD2	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	EFO_0005803	hematologic disease	False			
ENSG00000180447	GAS1	holoprosencephaly	MONDO_0016296	EFO_0000618	nervous system disease	True	EFO_0007462	REM sleep behavior disorder	0.7858549059282421
ENSG00000180447	GAS1	holoprosencephaly	MONDO_0016296	EFO_0001379	endocrine system disease	True	EFO_0003893	ovarian neoplasm	0.7987057873016978
ENSG00000180447	GAS1	holoprosencephaly	MONDO_0016296	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000180613	GSX2	diencephalic-mesencephalic junction dysplasia syndrome 2	MONDO_0020762	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000180644	PRF1	familial hemophagocytic lymphohistiocytosis 2	MONDO_0011337	EFO_0000540	immune system disease	False			
ENSG00000180772	AGTR2	X-linked complex neurodevelopmental disorder	MONDO_0100148	EFO_0000618	nervous system disease	False			
ENSG00000180875	GREM2	tooth agenesis, selective, 9	MONDO_0014999	EFO_0009676	musculoskeletal system disease	True	EFO_0004260;EFO_0003882;EFO_0002970;EFO_0004616;MONDO_0005178;EFO_0003931	bone disease;osteoporosis;muscular disease;osteoarthritis, knee;osteoarthritis;bone fracture	0.33478346721361774;0.130407186353946;0.8118228635495142;0.33941957772159187
ENSG00000181027	FKRP	myopathy caused by variation in FKRP	MONDO_0700066	EFO_0009676	musculoskeletal system disease	True	EFO_0004274;MONDO_0016120	gout;myotonic syndrome	0.09251733805287864;0.5184608360866867
ENSG00000181090	EHMT1	Kleefstra syndrome	MONDO_0012455	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000181222	POLR2A	neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities	MONDO_0032829	EFO_0000618	nervous system disease	False	EFO_0000326	central nervous system cancer	0.11537515279627053
ENSG00000181291	TMEM132E	hearing loss, autosomal recessive	MONDO_0019588	EFO_0000618	nervous system disease	True	EFO_0003888	attention deficit hyperactivity disorder	0.8843918616334225
ENSG00000181392	SYNE4	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000181523	SGSH	mucopolysaccharidosis type 3A	MONDO_0009655	EFO_0009676	musculoskeletal system disease	False			
ENSG00000181523	SGSH	mucopolysaccharidosis type 3A	MONDO_0009655	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000181541	MAB21L2	colobomatous microphthalmia-rhizomelic dysplasia syndrome	MONDO_0014380	EFO_0000524	head and neck disorder	False			
ENSG00000181541	MAB21L2	colobomatous microphthalmia-rhizomelic dysplasia syndrome	MONDO_0014380	EFO_0009676	musculoskeletal system disease	False			
ENSG00000181541	MAB21L2	colobomatous microphthalmia-rhizomelic dysplasia syndrome	MONDO_0014380	MONDO_0024458	disorder of visual system	False			
ENSG00000181544	FANCB	Fanconi anemia complementation group B	MONDO_0010351	EFO_0000540	immune system disease	False			
ENSG00000181544	FANCB	Fanconi anemia complementation group B	MONDO_0010351	EFO_0005803	hematologic disease	False			
ENSG00000181544	FANCB	Fanconi anemia complementation group B	MONDO_0010351	EFO_0009676	musculoskeletal system disease	False			
ENSG00000181544	FANCB	Fanconi anemia complementation group B	MONDO_0010351	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000181555	SETD2	SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome	MONDO_0035706	EFO_0000618	nervous system disease	False			
ENSG00000181555	SETD2	SETD2-related neurodevelopmental disorder without or with macrocephaly/overgrowth	MONDO_0800477	EFO_0000618	nervous system disease	False			
ENSG00000181585	TMIE	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000181789	COPG1	non-severe combined immunodeficiency due to COPG1 deficiency	MONDO_0800136	EFO_0000540	immune system disease	False	EFO_0007352	lymphatic system disease	0.11167872483281034
ENSG00000181804	SLC9A9	autism spectrum disorder	MONDO_0005258	EFO_0000618	nervous system disease	True	EFO_1000973	hyperpituitarism	0.605574062403731
ENSG00000181827	RFX7	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000182040	USH1G	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000182117	NOP10	pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 9	MONDO_0957294	EFO_0000684	respiratory system disease	False			
ENSG00000182197	EXT1	exostoses, multiple, type 1	MONDO_0007585	EFO_0009676	musculoskeletal system disease	False	EFO_1001216	tooth disease	0.43425579937368675
ENSG00000182197	EXT1	exostoses, multiple, type 1	MONDO_0007585	EFO_1001986	connective tissue disease	False			
ENSG00000182197	EXT1	exostoses, multiple, type 1	MONDO_0007585	MONDO_0045024	cancer or benign tumor	False	MONDO_0005575	colorectal cancer	0.11055045145304011
ENSG00000182199	SHMT2	neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities	MONDO_0030866	EFO_0000618	nervous system disease	False	MONDO_0005090;EFO_0003756;MONDO_0004976;MONDO_0005301;EFO_0003888	schizophrenia;autism spectrum disorder;amyotrophic lateral sclerosis;multiple sclerosis;attention deficit hyperactivity disorder	0.33403470185547923;0.11506834465915905;0.2805121040376332
ENSG00000182220	ATP6AP2	ATP6AP2-related disorder	MONDO_0100146	EFO_0000618	nervous system disease	False			
ENSG00000182287	AP1S2	X-linked syndromic intellectual disability	MONDO_0020119	EFO_0000618	nervous system disease	False			
ENSG00000182372	CLN8	neuronal ceroid lipofuscinosis	MONDO_0016295	EFO_0000618	nervous system disease	True	EFO_1001998;EFO_0003870	complex regional pain syndrome;brain aneurysm	0.6380290592452434;0.47929220497702024
ENSG00000182389	CACNB4	epilepsy	MONDO_0005027	EFO_0000618	nervous system disease	False			
ENSG00000182400	TRAPPC6B	neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	MONDO_0060640	EFO_0000618	nervous system disease	False	EFO_0006788	anxiety disorder	0.08515650480321021
ENSG00000182473	EXOC7	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000182492	BGN	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	EFO_0000319	cardiovascular disease	False			
ENSG00000182533	CAV3	caveolinopathy	MONDO_0016146	EFO_0000618	nervous system disease	False			
ENSG00000182533	CAV3	caveolinopathy	MONDO_0016146	EFO_0009676	musculoskeletal system disease	False	EFO_0005279	temporomandibular joint disorder	0.07304084487225136
ENSG00000182568	SATB1	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	MONDO_0005180;MONDO_0005301;EFO_0006788;EFO_1001892;EFO_0004698;MONDO_0002050;EFO_0008623;MONDO_0005277;MONDO_0005090;EFO_0000677;EFO_0004247	Parkinson disease;multiple sclerosis;anxiety disorder;generalized anxiety disorder;insomnia;depressive disorder;dysthymic disorder;migraine disorder;schizophrenia;mental or behavioural disorder;mood disorder	0.7197678257241004;0.7744429520620966;0.7870429296203838;0.8155624379776023;0.7570354741645148;0.7995951032683815;0.44509055705716155;0.707546683615783
